id,name,smiles,mw,logp,tpsa,hbd,hba,rotbonds,status,reason,pdbqt
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,766.34,3.3,195.2,3,11,7,FAIL,MW=766.34; TPSA=195.2; HBA=11,
CHEMBL2064032,VONOPRAZAN FUMARATE,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,345.09,2.65,64.0,1,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2064032.pdbqt
CHEMBL2068723,CALCIUM METRIZOATE,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,627.79,3.14,86.7,2,3,3,FAIL,MW=627.79,
CHEMBL2068724,ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)O,181.04,-0.6,83.5,2,3,4,FAIL,LogP=-0.6,
CHEMBL2068725,IPODATE CALCIUM,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,597.81,3.74,52.9,1,2,5,FAIL,MW=597.81,
CHEMBL2068864,FLUDEOXYGLUCOSE,OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O,182.06,-2.24,90.2,4,5,1,FAIL,LogP=-2.24; TPSA=90.2; HBD=4,
CHEMBL2068884,SODIUM GLUCONATE,O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,194.04,-3.13,127.5,5,6,1,FAIL,LogP=-3.13; TPSA=127.5; HBD=5,
CHEMBL2079130,VONOPRAZAN,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,345.09,2.65,64.0,1,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2079130.pdbqt
CHEMBL2079587,STANOZOLOL,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,328.25,4.12,48.9,2,2,0,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2079587.pdbqt
CHEMBL2079793,PENCICLOVIR SODIUM,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,253.12,-0.9,130.3,4,7,5,FAIL,LogP=-0.9; TPSA=130.3; HBD=4,
CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,529.16,5.19,82.9,1,8,9,FAIL,MW=529.16; LogP=5.19; HBA=8; RotB=9,
CHEMBL2095207,CHOLINE C-11,C[N+](C)([11CH3])CCO,103.12,-0.32,20.2,1,1,2,FAIL,MW=103.12,
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,775.35,6.0,138.0,3,10,19,FAIL,MW=775.35; LogP=6.0; TPSA=138.0; HBA=10; RotB=19,
CHEMBL2095209,ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,330.26,6.47,26.3,0,2,14,FAIL,LogP=6.47; RotB=14,
CHEMBL2095211,LORCASERIN HYDROCHLORIDE,C[C@H]1CNCCc2ccc(Cl)cc21,195.08,2.59,12.0,1,1,0,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2095211.pdbqt
CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,396.16,2.77,100.3,4,6,9,FAIL,TPSA=100.3; HBD=4; RotB=9,
CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,314.05,2.58,78.8,2,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2096631.pdbqt
CHEMBL2096633,MAGNESIUM TRISILICATE,O=[Si](O)O[Si](O)(O)O[Si](=O)O,215.92,-3.74,133.5,4,6,4,FAIL,LogP=-3.74; TPSA=133.5; HBD=4,
CHEMBL2096635,UREA C 14,N[14C](N)=O,62.04,-0.98,69.1,2,1,0,FAIL,MW=62.04; LogP=-0.98,
CHEMBL2096642,INAMRINONE LACTATE,Nc1cc(-c2ccncc2)c[nH]c1=O,187.07,1.02,71.8,2,3,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2096642.pdbqt
CHEMBL2096646,AMINOSALICYLATE SODIUM,Nc1ccc(C(=O)O)c(O)c1,153.04,0.67,83.6,3,3,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2096646.pdbqt
CHEMBL2096648,UREA C 13,N[13C](N)=O,61.04,-0.98,69.1,2,1,0,FAIL,MW=61.04; LogP=-0.98,
CHEMBL2096650,SODIUM THIOSULFATE,O=S(O)(O)=S,113.94,-0.32,57.5,2,2,0,FAIL,MW=113.94,
CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,242.09,3.67,46.5,1,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2103736.pdbqt
CHEMBL2103738,LITHIUM CITRATE,O=C(O)CC(O)(CC(=O)O)C(=O)O,192.03,-1.25,132.1,4,4,5,FAIL,LogP=-1.25; TPSA=132.1; HBD=4,
CHEMBL2103739,EMEDASTINE DIFUMARATE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,302.21,2.21,33.5,0,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2103739.pdbqt
CHEMBL2103741,LEVOTHYROXINE SODIUM,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.69,4.56,92.8,3,4,5,FAIL,MW=776.69; TPSA=92.8,
CHEMBL2103743,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,312.17,1.54,88.9,1,5,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2103743.pdbqt
CHEMBL2103744,MORPHINE SULFATE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,285.14,1.2,52.9,2,4,0,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2103744.pdbqt
CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,568.16,4.71,155.6,1,10,9,FAIL,MW=568.16; TPSA=155.6; HBA=10; RotB=9,
CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,408.13,1.84,99.4,4,6,6,FAIL,TPSA=99.4; HBD=4,
CHEMBL2103822,TASIMELTEON,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,245.14,2.25,38.3,1,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2103822.pdbqt
CHEMBL2103827,DROXIDOPA,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,213.06,-0.46,124.0,5,5,3,FAIL,TPSA=124.0; HBD=5,
CHEMBL2103830,FOSTAMATINIB,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,580.15,3.09,186.7,4,12,10,FAIL,MW=580.15; TPSA=186.7; HBD=4; HBA=12; RotB=10,
CHEMBL2103837,TAFAMIDIS,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,306.98,4.5,63.3,1,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2103837.pdbqt
CHEMBL2103844,PIXANTRONE DIMALEATE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,325.15,0.6,123.1,4,7,6,FAIL,TPSA=123.1; HBD=4,
CHEMBL2103854,OMADACYCLINE TOSYLATE,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,556.29,1.32,176.7,6,10,6,FAIL,MW=556.29; TPSA=176.7; HBD=6; HBA=10,
CHEMBL2103868,CABOZANTINIB S-MALATE,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,501.17,5.54,98.8,2,6,8,FAIL,MW=501.17; LogP=5.54; TPSA=98.8,
CHEMBL2103870,LUMACAFTOR,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,452.12,4.75,97.8,2,5,5,FAIL,MW=452.12; TPSA=97.8,
CHEMBL2103872,CEFTOLOZANE,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c3nsc(N)n3)[C@H]2SC1,666.18,-3.9,302.2,7,15,12,FAIL,MW=666.18; LogP=-3.9; TPSA=302.2; HBD=7; HBA=15; RotB=12,
CHEMBL2103873,MACITENTAN,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,585.96,3.57,128.2,2,8,11,FAIL,MW=585.96; TPSA=128.2; HBA=8; RotB=11,
CHEMBL2103875,TRAMETINIB,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,615.08,3.94,107.1,2,5,5,FAIL,MW=615.08; TPSA=107.1,
CHEMBL2103877,EFINACONAZOLE,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,348.18,2.48,54.2,1,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2103877.pdbqt
CHEMBL2103883,AVATROMBOPAG,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,648.15,6.58,101.9,2,9,7,FAIL,MW=648.15; LogP=6.58; TPSA=101.9; HBA=9,
CHEMBL2104136,CLOMACRAN PHOSPHATE,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,300.14,4.87,15.3,1,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2104136.pdbqt
CHEMBL2104287,DIBENZEPIN HYDROCHLORIDE,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,295.17,2.98,26.8,0,3,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2104287.pdbqt
CHEMBL2104415,MOXIDECTIN,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,639.38,5.73,116.0,2,9,3,FAIL,MW=639.38; LogP=5.73; TPSA=116.0; HBA=9,
CHEMBL2104489,ANAGESTONE ACETATE,CC(=O)O[C@]1(C(C)=O)CCC2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C,372.27,5.48,43.4,0,3,2,FAIL,LogP=5.48,
CHEMBL2104537,AMOPROXAN,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,425.24,2.63,75.7,0,8,12,FAIL,HBA=8; RotB=12,
CHEMBL2104793,PYROVALERONE HYDROCHLORIDE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,245.18,3.44,20.3,0,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2104793.pdbqt
CHEMBL2104910,SULFADICRAMIDE,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1,254.07,1.04,89.3,2,4,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2104910.pdbqt
CHEMBL2104993,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,298.15,3.86,15.3,1,3,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2104993.pdbqt
CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,421.99,1.31,166.9,4,8,2,FAIL,TPSA=166.9; HBD=4; HBA=8,
CHEMBL2105224,PHOLCODINE,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,398.22,1.2,54.4,1,6,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105224.pdbqt
CHEMBL2105233,PROXIBARBAL,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,226.1,-0.31,95.5,3,4,4,FAIL,TPSA=95.5,
CHEMBL2105248,POTASSIUM BITARTRATE,O=C(O)[C@H](O)[C@@H](O)C(=O)O,150.02,-2.12,115.1,4,4,3,FAIL,LogP=-2.12; TPSA=115.1; HBD=4,
CHEMBL2105275,PROPYLHEXEDRINE,CNC(C)CC1CCCCC1,155.17,2.56,12.0,1,1,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105275.pdbqt
CHEMBL2105345,PROPANIDID,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,337.19,2.44,65.1,0,5,10,FAIL,RotB=10,
CHEMBL2105395,OSPEMIFENE,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,378.14,5.65,29.5,1,2,8,FAIL,LogP=5.65,
CHEMBL2105420,TAUROLIDINE,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,284.06,-2.67,98.8,2,6,2,FAIL,LogP=-2.67; TPSA=98.8,
CHEMBL2105458,THENALIDINE,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,286.15,3.85,6.5,0,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105458.pdbqt
CHEMBL2105497,ZIPEPROL,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,384.24,2.74,45.2,1,5,9,FAIL,RotB=9,
CHEMBL2105527,TETRAZEPAM,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,288.1,3.61,32.7,0,2,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105527.pdbqt
CHEMBL2105566,FENPROPOREX,CC(Cc1ccccc1)NCCC#N,188.13,2.12,35.8,1,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105566.pdbqt
CHEMBL2105581,VERALIPRIDE,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,383.15,0.73,111.0,2,6,8,FAIL,TPSA=111.0,
CHEMBL2105613,DIVALPROEX SODIUM,CCCC(CCC)C(=O)O,144.12,2.29,37.3,1,1,5,FAIL,MW=144.12,
CHEMBL2105629,VINFLUNINE DITARTRATE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,816.39,5.08,133.9,2,11,7,FAIL,MW=816.39; LogP=5.08; TPSA=133.9; HBA=11,
CHEMBL2105637,DELAFLOXACIN,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,440.05,1.92,121.7,3,6,3,FAIL,TPSA=121.7,
CHEMBL2105638,DELAFLOXACIN MEGLUMINE,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,440.05,1.92,121.7,3,6,3,FAIL,TPSA=121.7,
CHEMBL2105648,PALOVAROTENE,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,414.23,6.15,55.1,1,2,5,FAIL,LogP=6.15,
CHEMBL2105662,LOMITAPIDE MESYLATE,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,693.28,8.38,61.4,2,3,10,FAIL,MW=693.28; LogP=8.38; RotB=10,
CHEMBL2105669,TEDIZOLID PHOSPHATE,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,450.09,1.51,152.8,2,8,6,FAIL,MW=450.09; TPSA=152.8; HBA=8,
CHEMBL2105675,TAFAMIDIS MEGLUMINE,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,195.11,-3.36,113.2,6,6,6,FAIL,LogP=-3.36; TPSA=113.2; HBD=6,
CHEMBL2105680,RIFAMYCIN SODIUM,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,697.31,4.75,201.3,6,12,2,FAIL,MW=697.31; TPSA=201.3; HBD=6; HBA=12,
CHEMBL2105682,EDOXABAN TOSYLATE,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,547.18,1.29,136.6,3,8,5,FAIL,MW=547.18; TPSA=136.6; HBA=8,
CHEMBL2105684,SELUMETINIB SULFATE,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,456.0,3.53,88.4,3,5,6,FAIL,MW=456.0,
CHEMBL2105689,LULICONAZOLE,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,352.96,5.06,41.6,0,4,2,FAIL,LogP=5.06,
CHEMBL2105695,TELOTRISTAT ETHYL,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,574.17,4.99,131.2,2,8,9,FAIL,MW=574.17; TPSA=131.2; HBA=8; RotB=9,
CHEMBL2105700,BEDAQUILINE FUMARATE,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,554.16,7.13,45.6,1,4,8,FAIL,MW=554.16; LogP=7.13,
CHEMBL2105704,LENVATINIB MESYLATE,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,426.11,4.07,115.6,3,5,6,FAIL,TPSA=115.6,
CHEMBL2105708,PONATINIB HYDROCHLORIDE,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,532.22,4.46,65.8,1,5,4,FAIL,MW=532.22,
CHEMBL2105709,QUIZARTINIB DIHYDROCHLORIDE,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,560.22,5.86,106.2,2,8,7,FAIL,MW=560.22; LogP=5.86; TPSA=106.2; HBA=8,
CHEMBL2105711,TOFOGLIFLOZIN,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,386.17,1.0,99.4,4,6,4,FAIL,TPSA=99.4; HBD=4,
CHEMBL2105712,AFATINIB DIMALEATE,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,485.16,4.39,88.6,2,7,8,FAIL,MW=485.16,
CHEMBL2105717,CABOZANTINIB,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,501.17,5.54,98.8,2,6,8,FAIL,MW=501.17; LogP=5.54; TPSA=98.8,
CHEMBL2105719,DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,469.17,5.16,79.4,2,6,7,FAIL,MW=469.17; LogP=5.16,
CHEMBL2105720,LESINURAD,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,403.0,4.24,68.0,1,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105720.pdbqt
CHEMBL2105729,DABRAFENIB MESYLATE,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,519.1,5.36,110.9,2,7,5,FAIL,MW=519.1; LogP=5.36; TPSA=110.9,
CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,246.17,1.77,46.3,1,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105732.pdbqt
CHEMBL2105735,ASUNAPREVIR,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,747.27,3.85,182.3,3,10,11,FAIL,MW=747.27; TPSA=182.3; HBA=10; RotB=11,
CHEMBL2105737,SONIDEGIB,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,485.19,5.82,63.7,1,5,5,FAIL,MW=485.19; LogP=5.82,
CHEMBL2105740,SITAXENTAN SODIUM,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,454.01,3.96,107.7,1,8,6,FAIL,MW=454.01; TPSA=107.7; HBA=8,
CHEMBL2105741,TRAMETINIB DIMETHYL SULFOXIDE,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,615.08,3.94,107.1,2,5,5,FAIL,MW=615.08; TPSA=107.1,
CHEMBL2105743,OLODATEROL HYDROCHLORIDE,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,386.18,2.38,100.1,4,6,7,FAIL,TPSA=100.1; HBD=4,
CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,530.27,6.05,78.9,0,6,17,FAIL,MW=530.27; LogP=6.05; RotB=17,
CHEMBL2105748,PRUCALOPRIDE SUCCINATE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,367.17,2.09,76.8,2,5,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105748.pdbqt
CHEMBL2105749,SAMIDORPHAN L-MALATE,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,370.19,1.25,103.9,3,5,3,FAIL,TPSA=103.9,
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,357.16,0.53,97.1,1,5,3,FAIL,TPSA=97.1,
CHEMBL2105755,NALDEMEDINE,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,570.25,3.48,141.2,4,9,6,FAIL,MW=570.25; TPSA=141.2; HBD=4; HBA=9,
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,454.1,5.64,107.7,2,7,6,FAIL,MW=454.1; LogP=5.64; TPSA=107.7,
CHEMBL2105758,AVATROMBOPAG MALEATE,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,648.15,6.58,101.9,2,9,7,FAIL,MW=648.15; LogP=6.58; TPSA=101.9; HBA=9,
CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,371.12,1.1,120.6,1,6,5,FAIL,TPSA=120.6,
CHEMBL2105760,BREXPIPRAZOLE,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,433.18,4.72,48.6,1,5,7,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105760.pdbqt
CHEMBL2105762,OMARIGLIPTIN,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,398.12,1.14,90.5,1,6,3,FAIL,TPSA=90.5,
CHEMBL2105827,"GLYCEROL, IODINATED",CC(I)C1OCC(CO)O1,257.98,0.54,38.7,1,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105827.pdbqt
CHEMBL2105897,BARIUM SULFATE,O=S(=O)(O)O,97.97,-0.65,74.6,2,2,0,FAIL,MW=97.97; LogP=-0.65,
CHEMBL2105941,AMOBARBITAL SODIUM,CCC1(CCC(C)C)C(=O)N=C(O)NC1=O,226.13,1.39,78.8,2,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2105941.pdbqt
CHEMBL2106119,CALCIUM GLUCONATE,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,196.06,-3.49,138.5,6,6,5,FAIL,LogP=-3.49; TPSA=138.5; HBD=6,
CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,352.22,4.36,41.6,1,3,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2106155.pdbqt
CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.13,3.18,28.7,1,1,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2106195.pdbqt
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,CCNC(C)Cc1cccc(C(F)(F)F)c1,231.12,3.25,12.0,1,1,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2106217.pdbqt
CHEMBL2106318,IOTHALAMATE SODIUM I 125,CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)O)c1[125I],609.77,2.52,95.5,3,3,3,FAIL,MW=609.77; TPSA=95.5,
CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,CCOc1ccccc1OCC1CNCCO1,237.14,1.45,39.7,1,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2106483.pdbqt
CHEMBL2106556,CYCLOBARBITAL CALCIUM,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,236.12,1.25,75.3,2,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL2106556.pdbqt
